tmdbId,director,actor1,actor2,actor3,description,poster_url,title,genres,movieId,text_soup
9945,John Carpenter,James Woods,Daniel Baldwin,Sheryl Lee,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,https://image.tmdb.org/t/p/w500/4JhaFBPwyC5IM1rKaRR07Gzutse.jpg,Vampires,Horror|Western,2328,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight. John Carpenter James Woods Horror|Western
786,Cameron Crowe,Billy Crudup,Frances McDormand,Kate Hudson,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.",https://image.tmdb.org/t/p/w500/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg,Almost Famous,Drama,3897,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater. Cameron Crowe Billy Crudup Drama"
10409,Baz Luhrmann,Paul Mercurio,Tara Morice,Bill Hunter,"Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?",https://image.tmdb.org/t/p/w500/f6vs4DQGuNpLuA5Z7k69uuKpbVG.jpg,Strictly Ballroom,Comedy|Romance,1188,"Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed? Baz Luhrmann Paul Mercurio Comedy|Romance"
3049,Tom Shadyac,Jim Carrey,Courteney Cox,Sean Young,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!",https://image.tmdb.org/t/p/w500/pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg,Ace Ventura: Pet Detective,Comedy,344,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast! Tom Shadyac Jim Carrey Comedy"
25969,Patrick Read Johnson,Charlie Talbert,Kathy Bates,Chris Owen,"Angus is a large, pathetic 14-year-old whose thoughts are most often filled with the image of only one girl, Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him",https://image.tmdb.org/t/p/w500/x1Py4TB8Y0Wx9IZ62derpSDqwjd.jpg,Angus,Comedy,700,"Angus is a large, pathetic 14-year-old whose thoughts are most often filled with the image of only one girl, Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him Patrick Read Johnson Charlie Talbert Comedy"
1713,Spike Lee,Wesley Snipes,Annabella Sciorra,Spike Lee,A successful and married black man contemplates having an affair with a white girl from work. He's quite rightly worried that the racial difference would make an already taboo relationship even worse.,https://image.tmdb.org/t/p/w500/pw7cOdwCylBuiv6rvosBSkcgKEe.jpg,Jungle Fever,Drama|Romance,3426,A successful and married black man contemplates having an affair with a white girl from work. He's quite rightly worried that the racial difference would make an already taboo relationship even worse. Spike Lee Wesley Snipes Drama|Romance
73,Tony Kaye,Edward Norton,Edward Furlong,Beverly D'Angelo,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",https://image.tmdb.org/t/p/w500/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg,American History X,Crime|Drama,2329,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did. Tony Kaye Edward Norton Crime|Drama"
1619,Christopher McQuarrie,Ryan Phillippe,Benicio del Toro,Juliette Lewis,Two criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother of a powerful and shady man.,https://image.tmdb.org/t/p/w500/wrjMMdgn1a4ChlaBmlzKnb78nr6.jpg,"Way of the Gun, The",Crime|Thriller,3896,Two criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother of a powerful and shady man. Christopher McQuarrie Ryan Phillippe Crime|Thriller
763,Peter Jackson,Timothy Balme,Diana Peñalver,Elizabeth Moody,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",https://image.tmdb.org/t/p/w500/pa39D8TQs6aNw3hiUs4jLjHVUB0.jpg,Dead Alive (Braindead),Comedy|Fantasy|Horror,1241,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control. Peter Jackson Timothy Balme Comedy|Fantasy|Horror"
41768,John Sayles,Mary McDonnell,Alfre Woodard,Vondie Curtis-Hall,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.",https://image.tmdb.org/t/p/w500/g60GELLr2oGnlJX5Yidkl9ufFYv.jpg,Passion Fish,Drama,1187,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own. John Sayles Mary McDonnell Drama"
8675,Trey Parker,Trey Parker,Dian Bachar,Matt Stone,A devout Mormon living in L.A. becomes a pornographic actor after his martial arts moves impress a big-time director.,https://image.tmdb.org/t/p/w500/irvFBOc33CHsioU6hqcu8ExymEa.jpg,Orgazmo,Comedy,2325,A devout Mormon living in L.A. becomes a pornographic actor after his martial arts moves impress a big-time director. Trey Parker Trey Parker Comedy
10341,Wim Wenders,William Hurt,Solveig Dommartin,Sam Neill,"In 1999, a woman's life is forever changed after she survives a car crash with two bank robbers, who enlist her help to take the money to a drop in Paris. On the way, she runs into another fugitive from the law — an American doctor on the run from the CIA. They want to confiscate his father's invention – a device which allows anyone to record their dreams and visions.",https://image.tmdb.org/t/p/w500/sDpYWgYkBlrVnpySXQNsxVvDAAG.jpg,Until the End of the World (Bis ans Ende der Welt),Adventure|Drama|Sci-Fi,1306,"In 1999, a woman's life is forever changed after she survives a car crash with two bank robbers, who enlist her help to take the money to a drop in Paris. On the way, she runs into another fugitive from the law — an American doctor on the run from the CIA. They want to confiscate his father's invention – a device which allows anyone to record their dreams and visions. Wim Wenders William Hurt Adventure|Drama|Sci-Fi"
33,Clint Eastwood,Clint Eastwood,Gene Hackman,Morgan Freeman,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",https://image.tmdb.org/t/p/w500/54roTwbX9fltg85zjsmrooXAs12.jpg,Unforgiven,Drama|Western,1266,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff. Clint Eastwood Clint Eastwood Drama|Western"
10174,Alek Keshishian,Madonna,Donna DeLory,Niki Haris,"From the rains of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the icon, from a prayer circle before each performance to bed games with the dance troupe afterwards.",https://image.tmdb.org/t/p/w500/kJHCqwDgS9MEhdChIkGn7QAUoyL.jpg,Madonna: Truth or Dare,Documentary|Musical,1191,"From the rains of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the icon, from a prayer circle before each performance to bed games with the dance troupe afterwards. Alek Keshishian Madonna Documentary|Musical"
1497,Michael Pressman,Brian Tochi,Laurie Faso,Robbie Rist,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",https://image.tmdb.org/t/p/w500/n1PPZxrm9ZEs4iss0OOLcRMg5IS.jpg,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action|Children|Fantasy,3439,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants. Michael Pressman Brian Tochi Action|Children|Fantasy"
9103,Jean-Claude Van Damme,Jean-Claude Van Damme,Roger Moore,James Remar,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.",https://image.tmdb.org/t/p/w500/xMDo0ewl6XMZei44UNGMfho6eBq.jpg,"Quest, The",Action|Adventure,704,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes. Jean-Claude Van Damme Jean-Claude Van Damme Action|Adventure"
46889,Richard LaGravenese,Holly Hunter,Danny DeVito,Queen Latifah,"Judith Moore is suddenly single after discovering her husband of fifteen years, a successful doctor, has been having an affair with a younger woman. Judith stews, plans, plots and fantasizes, but she can't decide what to do with her life until she goes out to a night club to see singer Liz Bailey, who is full of advice on life and love. While out on the town, Judith is suddenly kissed by a total stranger, which opens her eyes to new possibilities... which is when she notices Pat, the elevator operator in her building.",https://image.tmdb.org/t/p/w500/uegG68vP7leUDQbG8fP4ihgTo0i.jpg,Living Out Loud,Comedy|Drama|Romance,2331,"Judith Moore is suddenly single after discovering her husband of fifteen years, a successful doctor, has been having an affair with a younger woman. Judith stews, plans, plots and fantasizes, but she can't decide what to do with her life until she goes out to a night club to see singer Liz Bailey, who is full of advice on life and love. While out on the town, Judith is suddenly kissed by a total stranger, which opens her eyes to new possibilities... which is when she notices Pat, the elevator operator in her building. Richard LaGravenese Holly Hunter Comedy|Drama|Romance"
10990,Lee Tamahori,Nick Nolte,Melanie Griffith,Chazz Palminteri,"In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",https://image.tmdb.org/t/p/w500/tT5rYDXloX5ZxISr8HdlRC9TBcP.jpg,Mulholland Falls,Crime|Drama|Thriller,707,"In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman. Lee Tamahori Nick Nolte Crime|Drama|Thriller"
12212,John Ottman,Jennifer Morrison,Matthew Davis,Hart Bochner,"The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect.",https://image.tmdb.org/t/p/w500/9kjGrnhMz37RYEd5BFcrU1qkPkl.jpg,Urban Legends: Final Cut,Horror,3908,"The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect. John Ottman Jennifer Morrison Horror"
9882,Edward Zwick,Denzel Washington,Annette Bening,Bruce Willis,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.",https://image.tmdb.org/t/p/w500/6aSo9FepBA6zNEHgA3bgqt3UaOk.jpg,"Siege, The",Action|Thriller,2334,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties. Edward Zwick Denzel Washington Action|Thriller"
10663,Frank Coraci,Adam Sandler,Kathy Bates,Henry Winkler,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,https://image.tmdb.org/t/p/w500/miT42qWYC4D0n2mXNzJ9VfhheWW.jpg,"Waterboy, The",Comedy,2335,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs. Frank Coraci Adam Sandler Comedy
3033,Bill Condon,Ian McKellen,Brendan Fraser,Lynn Redgrave,"It's 1957, and James Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",https://image.tmdb.org/t/p/w500/xhaZ2nKL9VtqfYQ9Ss4Azxc2E3F.jpg,Gods and Monsters,Drama,2333,"It's 1957, and James Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever. Bill Condon Ian McKellen Drama"
8866,Michael Lehmann,Uma Thurman,Janeane Garofalo,Ben Chaplin,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,https://image.tmdb.org/t/p/w500/iECTzpGdAMrkEeoYvuYsCxdmW2G.jpg,"Truth About Cats & Dogs, The",Comedy|Romance,708,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her. Michael Lehmann Uma Thurman Comedy|Romance
2085,Andrzej Bartkowiak,Jet Li,Aaliyah,Isaiah Washington,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",https://image.tmdb.org/t/p/w500/zKrnaTWW63y4Q1XLrdZQyQmcRWd.jpg,Romeo Must Die,Action|Crime|Romance|Thriller,3452,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse! Andrzej Bartkowiak Jet Li Action|Crime|Romance|Thriller"
11015,Peter Hyams,Penelope Ann Miller,Tom Sizemore,Linda Hunt,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum.,https://image.tmdb.org/t/p/w500/3MpMbZTrXp6ccrir16nV7YTJ4vx.jpg,"Relic, The",Horror|Thriller,879,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum. Peter Hyams Penelope Ann Miller Horror|Thriller
13785,Christopher Guest,Bob Balaban,Jennifer Coolidge,Christopher Guest,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",https://image.tmdb.org/t/p/w500/qkYBCMN26SxkQww4gLxUXQm5vr4.jpg,Best in Show,Comedy,3911,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them. Christopher Guest Bob Balaban Comedy"
12187,Ron Underwood,Robert Downey Jr.,Charles Grodin,Alfre Woodard,"A fateful night in 1959, four people die when the bus they are riding crashes. They continue as ghosts; their souls become eternally entwined to the life of a child born at the moment of their deaths as his guardians. Baby Thomas grows up to be a businessman who has memories of his playmates, but assumes they are products of his youthful imagination. When the ghosts realize they need Thomas' help to move on to the afterlife, they decide to make an appearance once more.",https://image.tmdb.org/t/p/w500/ik6GtJXMoq5tA581IMeBHr7Wocf.jpg,Heart and Souls,Comedy|Fantasy,3466,"A fateful night in 1959, four people die when the bus they are riding crashes. They continue as ghosts; their souls become eternally entwined to the life of a child born at the moment of their deaths as his guardians. Baby Thomas grows up to be a businessman who has memories of his playmates, but assumes they are products of his youthful imagination. When the ghosts realize they need Thomas' help to move on to the afterlife, they decide to make an appearance once more. Ron Underwood Robert Downey Jr. Comedy|Fantasy"
16,Lars von Trier,Björk,Catherine Deneuve,David Morse,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles – even if just for a moment – by dreaming up little numbers to the rhythmic beats of her surroundings.",https://image.tmdb.org/t/p/w500/9rsivF4sWfmBzrNr4LPu6TNJhXX.jpg,Dancer in the Dark,Drama|Musical,3910,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles – even if just for a moment – by dreaming up little numbers to the rhythmic beats of her surroundings. Lars von Trier Björk Drama|Musical"
12559,David Mickey Evans,Sinbad,Brock Pierce,Blake Boyd,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.",https://image.tmdb.org/t/p/w500/t7yTkuXQpnougXmRIqgfT32axZi.jpg,First Kid,Children|Comedy,881,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand. David Mickey Evans Sinbad Children|Comedy"
3600,Danny Cannon,Jennifer Love Hewitt,Freddie Prinze Jr.,Brandy Norwood,"Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.",https://image.tmdb.org/t/p/w500/motBJIO921LFZkoGKCSbmSCVHBc.jpg,I Still Know What You Did Last Summer,Horror|Mystery|Thriller,2338,"Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge. Danny Cannon Jennifer Love Hewitt Horror|Mystery|Thriller"
1808,Todd Haynes,Ewan McGregor,Jonathan Rhys Meyers,Toni Collette,"Almost a decade since larger-than-life glam-rock enigma Brian Slade disappeared from public eye, an investigative journalist is on assignment to uncover the truth behind his former idol.",https://image.tmdb.org/t/p/w500/bsuSac0PldPFcOtR1Vioe7VBF4l.jpg,Velvet Goldmine,Drama,2337,"Almost a decade since larger-than-life glam-rock enigma Brian Slade disappeared from public eye, an investigative journalist is on assignment to uncover the truth behind his former idol. Todd Haynes Ewan McGregor Drama"
36355,Alan Shapiro,Elijah Wood,Paul Hogan,Jonathan Banks,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.",https://image.tmdb.org/t/p/w500/Aivc5cbCTLcTOjHlOwOQux0WBcV.jpg,Flipper,Adventure|Children,711,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime. Alan Shapiro Elijah Wood Adventure|Children"
243,Stephen Frears,John Cusack,Iben Hjejle,Todd Louiso,"After his long-time girlfriend dumps him, a thirty-year-old record store owner seeks to understand why he is unlucky in love while recounting his ""top five breakups of all time"".",https://image.tmdb.org/t/p/w500/e2LZGB62GMhv3Fo8tDZjY87I81a.jpg,High Fidelity,Comedy|Drama|Romance,3481,"After his long-time girlfriend dumps him, a thirty-year-old record store owner seeks to understand why he is unlucky in love while recounting his ""top five breakups of all time"". Stephen Frears John Cusack Comedy|Drama|Romance"
11597,Barry Levinson,Robin Williams,Joan Cusack,Michael Gambon,"Leslie Zevo is a fun-loving inventor who must save his late father's toy factory from his evil uncle, Leland, a war-mongering general who rules the operation with an iron fist and builds weapons disguised as toys.",https://image.tmdb.org/t/p/w500/l0YBVvOvOxoOkggTZ70tNGvGQo4.jpg,Toys,Comedy|Fantasy,2253,"Leslie Zevo is a fun-loving inventor who must save his late father's toy factory from his evil uncle, Leland, a war-mongering general who rules the operation with an iron fist and builds weapons disguised as toys. Barry Levinson Robin Williams Comedy|Fantasy"
8077,David Fincher,Sigourney Weaver,Charles S. Dutton,Charles Dance,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",https://image.tmdb.org/t/p/w500/xh5wI0UoW7DfS1IyLy3d2CgrCEP.jpg,Alien³ (a.k.a. Alien 3),Action|Horror|Sci-Fi|Thriller,1320,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can. David Fincher Sigourney Weaver Action|Horror|Sci-Fi|Thriller"
297,Martin Brest,Brad Pitt,Anthony Hopkins,Claire Forlani,"William Parrish, media tycoon and loving father, is about to celebrate his 65th birthday. One morning, he is contacted by the inevitable, by hallucination, as he thinks. Later, Death enters his home and his life, personified in human form as Joe Black. His intention was to take William with him, but accidentally, Joe and William's beautiful daughter Susan have already met. Joe begins to develop certain interest in life on Earth, as well as in Susan, who has no clue with whom she's flirting.",https://image.tmdb.org/t/p/w500/fDPAjvfPMomkKF7cMRmL5Anak61.jpg,Meet Joe Black,Romance,2340,"William Parrish, media tycoon and loving father, is about to celebrate his 65th birthday. One morning, he is contacted by the inevitable, by hallucination, as he thinks. Later, Death enters his home and his life, personified in human form as Joe Black. His intention was to take William with him, but accidentally, Joe and William's beautiful daughter Susan have already met. Joe begins to develop certain interest in life on Earth, as well as in Susan, who has no clue with whom she's flirting. Martin Brest Brad Pitt Romance"
9304,Harold Ramis,Michael Keaton,Andie MacDowell,Harris Yulin,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.",https://image.tmdb.org/t/p/w500/t3CUIrzJwxIS7uS1YDJdfSJuPAo.jpg,Multiplicity,Comedy,719,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning. Harold Ramis Michael Keaton Comedy"
226,Kimberly Peirce,Hilary Swank,Chloë Sevigny,Peter Sarsgaard,A young transgender man explores his gender identity and searches for love in rural Nebraska.,https://image.tmdb.org/t/p/w500/eB505ycEhFVfMwGglIzXNUyKAIs.jpg,Boys Don't Cry,Drama,2908,A young transgender man explores his gender identity and searches for love in rural Nebraska. Kimberly Peirce Hilary Swank Drama
10987,Joe Chappelle,Donald Pleasence,Paul Rudd,Marianne Hagan,"Six years after being kidnapped by a cult, Jamie tries to escape the clutches of her serial killer uncle, Michael Myers.",https://image.tmdb.org/t/p/w500/noCnM8nEI2bEDSdKHh0RKbwBwbC.jpg,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),Horror|Thriller,891,"Six years after being kidnapped by a cult, Jamie tries to escape the clutches of her serial killer uncle, Michael Myers. Joe Chappelle Donald Pleasence Horror|Thriller"
922,Jim Jarmusch,Johnny Depp,Gary Farmer,Crispin Glover,"William Blake, an accountant turned fugitive, is on the run. During his travels, he meets a Native American man called Nobody, who guides him on a journey to the spiritual world.",https://image.tmdb.org/t/p/w500/jX3wGBVoYoAY3IixBpwYk1fjT4z.jpg,Dead Man,Drama|Mystery|Western,714,"William Blake, an accountant turned fugitive, is on the run. During his travels, he meets a Native American man called Nobody, who guides him on a journey to the spiritual world. Jim Jarmusch Johnny Depp Drama|Mystery|Western"
9798,Tony Scott,Will Smith,Gene Hackman,Jon Voight,"The life of labor lawyer and dedicated family man Robert 'Bobby' Dean is turned upside down after a chance meeting with a college buddy while holiday shopping. Unbeknownst to Dean, he's just been burdened with a videotape of a congressman's assassination. Hot on the trail of this tape is a ruthless group of National Security Agents commanded by a belligerently ambitious NSA official named Reynolds. Using satellite surveillance, bugs, and other sophisticated snooping devices, the NSA infiltrates every facet of Dean's existence, tracing each physical and digital footprint he leaves while also framing him for murder. With the help of the mysterious Brill, he attempts to throw the NSA off his trail and prove his innocence.",https://image.tmdb.org/t/p/w500/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg,Enemy of the State,Action|Thriller,2353,"The life of labor lawyer and dedicated family man Robert 'Bobby' Dean is turned upside down after a chance meeting with a college buddy while holiday shopping. Unbeknownst to Dean, he's just been burdened with a videotape of a congressman's assassination. Hot on the trail of this tape is a ruthless group of National Security Agents commanded by a belligerently ambitious NSA official named Reynolds. Using satellite surveillance, bugs, and other sophisticated snooping devices, the NSA infiltrates every facet of Dean's existence, tracing each physical and digital footprint he leaves while also framing him for murder. With the help of the mysterious Brill, he attempts to throw the NSA off his trail and prove his innocence. Tony Scott Will Smith Action|Thriller"
10637,Boaz Yakin,Denzel Washington,Will Patton,Wood Harris,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",https://image.tmdb.org/t/p/w500/825ohvC4wZ3gCuncCaqkWeQnK8h.jpg,Remember the Titans,Drama,3916,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions. Boaz Yakin Denzel Washington Drama"
